Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,Band Gap
SnO2,Cubic,Fm-3m,225,3,0.245658063,-1.861823942,FALSE,34.11391372,7.33594662,FALSE,TRUE,NM,0.0001138,0
PrO2,Cubic,Fm-3m,225,3,0.086906224,-3.020819084,FALSE,46.91163736,6.120398503,FALSE,TRUE,FM,0.9989689,0
ZrO2,Cubic,Fm-3m,225,3,0.055672567,-3.757945188,FALSE,32.97088283,6.205968895,FALSE,FALSE,NM,0,3.125
UO2,Cubic,Fm-3m,225,3,0,-3.75044424,TRUE,40.55905315,11.05527685,FALSE,TRUE,FM,2.0000001,0
PuO2,Cubic,Fm-3m,225,3,0,-3.493067073,TRUE,38.68401105,11.84744749,FALSE,TRUE,FM,3.9999999,0
PbO2,Cubic,Fm-3m,225,3,0.106632788,-1.193014243,FALSE,39.45319438,10.0675993,FALSE,TRUE,NM,8.97E-05,0
CeO2,Cubic,Fm-3m,225,3,0,-3.927176197,TRUE,40.8596415,6.994759104,FALSE,FALSE,NM,0,1.8647
PaO2,Cubic,Fm-3m,225,3,0,-4.02262173,TRUE,40.11902295,10.88708871,FALSE,TRUE,NM,0.0020877,0
TbO2,Cubic,Fm-3m,225,3,0.131357296,-3.187126932,FALSE,40.96060567,7.740046922,FALSE,TRUE,FM,0.9997139,0
NpO2,Cubic,Fm-3m,225,3,0,-3.60120418,TRUE,39.87013039,11.2034501,FALSE,TRUE,FM,2.9999999,0
BiO2,Cubic,Fm-3m,225,3,0.102036347,-1.35772778,FALSE,41.85278727,9.561020949,FALSE,TRUE,NM,0.0003209,0
HfO2,Cubic,Fm-3m,225,3,0.083579503,-3.936231537,FALSE,31.856872,10.97172615,TRUE,FALSE,NM,0,3.8043
SiO2,Cubic,Fm-3m,225,72,0.041779277,-3.231052067,FALSE,1738.655361,1.377234335,FALSE,FALSE,NM,0,5.6771
SiO2,Cubic,Fm-3m,225,30,0.022853509,-3.249977835,FALSE,626.0940127,1.593567825,TRUE,FALSE,NM,0,5.5462
ThO2,Cubic,Fm-3m,225,3,0,-4.367790173,TRUE,43.92656474,9.981284075,FALSE,FALSE,NM,0,4.4187
PdO2,Cubic,Fm-3m,225,3,0.230485022,-0.497041713,FALSE,31.73609889,7.242535566,FALSE,TRUE,NM,0.0003913,0
NdO2,Cubic,Fm-3m,225,3,0.102939638,-3.056718286,FALSE,45.736382,6.39872943,FALSE,TRUE,FM,0.9991548,0
SiO2,Cubic,Fm-3c,226,144,0.268537148,-3.004294196,FALSE,2537.830345,1.887073234,TRUE,FALSE,NM,0.0084632,4.6434
SiO2,Cubic,Fd-3m,227,24,0.139663454,-3.13316789,FALSE,894.0721757,0.892745173,FALSE,FALSE,NM,0.0001126,6.2206
SbO2,Cubic,Fd-3m,227,24,0.341320602,-1.497686044,FALSE,296.5791394,6.887132918,FALSE,FALSE,NM,0.0003434,0.434
SbO2,Cubic,Fd-3m,227,12,0.409931585,-1.429075062,FALSE,214.0942154,4.77028291,TRUE,TRUE,NM,0.0002319,0
CrO2,Cubic,Fd-3m,227,12,0.191386786,-1.856314076,FALSE,146.7524839,3.801688643,FALSE,FALSE,FM,7.9999984,0.2641
SnO2,Cubic,Fd-3m,227,12,0.191471522,-1.916010483,FALSE,185.1165036,5.407575127,FALSE,FALSE,NM,0.000565,1.8468
BiO2,Cubic,Fd-3m,227,12,0.244699474,-1.215064653,FALSE,244.8640279,6.536776826,FALSE,TRUE,NM,0.0032483,0
SbO2,Cubic,Fd-3m,227,24,0.461401268,-1.377605378,FALSE,291.6121453,7.004440613,FALSE,TRUE,NM,0.0117787,0
TiO2,Cubic,Fd-3m,227,12,0.185231633,-3.322823819,FALSE,150.2147617,3.531484643,FALSE,FALSE,NM,1.00E-06,1.712
MnO2,Cubic,Fd-3m,227,12,0.076050564,-1.74647736,FALSE,129.9288857,4.444339739,FALSE,FALSE,FM,11.9999984,1.5739
VO2,Cubic,Fd-3m,227,12,0.205006774,-2.317461403,FALSE,147.0965981,3.745174534,FALSE,TRUE,FM,4.0000009,0
MoO2,Cubic,Fd-3m,227,12,0.242120883,-1.779434305,FALSE,188.4113926,4.510287251,FALSE,FALSE,Unknown,7.9999889,1.2595
NiO2,Cubic,Fd-3m,227,12,0.140188005,-0.673950937,FALSE,125.2307424,4.81025468,FALSE,FALSE,NM,8.29E-05,1.4831
SiO2,Cubic,Fd-3m,227,144,0.021919788,-3.250911556,FALSE,3705.12353,1.292553859,TRUE,FALSE,NM,0.0080945,5.8382
CoO2,Cubic,Fd-3m,227,12,0.119695711,-0.952736949,FALSE,121.2650331,4.980698103,FALSE,TRUE,FM,3.9991429,0
CuO2,Cubic,Fd-3m,227,12,0.190485899,-0.519412017,FALSE,140.2492871,4.524967685,FALSE,TRUE,FM,4.0046877,0
WO2,Cubic,Fd-3m,227,12,0.487710444,-1.548956081,FALSE,188.8412732,7.591746305,FALSE,TRUE,FM,8.0000294,0
FeO2,Cubic,Fd-3m,227,12,0.320106583,-1.102469545,FALSE,135.6649015,4.30083419,FALSE,TRUE,FM,15.9810229,0
SiO2,Cubic,Fd-3m,227,102,0.02089383,-3.251937514,FALSE,2004.67644,1.692172894,TRUE,FALSE,NM,0.0971218,5.6184
SiO2,Cubic,Fd-3m,227,6,0.020551201,-3.252280143,FALSE,101.2539601,1.970734327,FALSE,FALSE,NM,0,5.3649
SiO2,Cubic,Fd-3c,228,144,0.418916491,-2.853914852,FALSE,2664.934844,1.797068971,FALSE,FALSE,NM,0.0310326,3.6775
SiO2,Cubic,Im-3m,229,144,0.046289922,-3.226541422,FALSE,4328.928358,1.106294981,TRUE,FALSE,NM,0.0010069,5.8478
SiO2,Cubic,Im-3m,229,72,0.140534533,-3.132296811,FALSE,3145.5887,0.761236159,FALSE,FALSE,NM,0.021083,6.3102
SiO2,Cubic,Im-3m,229,48,0.021162028,-3.251669315,FALSE,965.2967264,1.653747698,TRUE,FALSE,NM,0,5.4397
SiO2,Cubic,Im-3m,229,36,0.014101808,-3.258729536,FALSE,714.3344596,1.676060721,TRUE,FALSE,NM,0,5.6213
SiO2,Cubic,Im-3m,229,72,0.022140206,-3.250691138,FALSE,1651.920548,1.449546627,FALSE,FALSE,NM,0,5.7283
SiO2,Cubic,Ia-3d,230,144,0.311231428,-2.961599916,FALSE,1880.913361,2.546141581,TRUE,FALSE,NM,0.0434628,4.1957
SiO2,Cubic,Ia-3d,230,144,0.06214883,-3.210682514,FALSE,2667.211628,1.795534957,TRUE,FALSE,NM,0,5.9289
SiO2,Cubic,Ia-3d,230,36,0.013163306,-3.259668038,FALSE,519.8856807,2.302944616,FALSE,FALSE,NM,0,5.6471
SiO2,Cubic,Ia-3d,230,144,0.142313627,-3.130517717,FALSE,4592.446753,1.04281486,TRUE,FALSE,NM,0.0026546,6.2211
SiO2,Cubic,Ia-3d,230,72,0.02231653,-3.250514814,FALSE,1239.220638,1.932291785,TRUE,FALSE,NM,0,5.6883
SiO2,Cubic,Ia-3d,230,144,0.881828705,-2.391002638,FALSE,2307.418262,2.075510884,TRUE,FALSE,NM,0.0002836,1.7254
Bi2O3,Cubic,I23,197,30,0.275346988,-1.366380227,FALSE,635.7497952,7.30233619,FALSE,FALSE,NM,0.0001844,1.237
Mn2O3,Cubic,I2_13,199,40,0.421714326,-1.592205517,FALSE,776.6892151,2.700245309,FALSE,TRUE,FM,64.0008353,0
TaO3,Cubic,Im-3,204,16,0.149491786,-2.778750954,FALSE,247.4337486,6.145869949,FALSE,TRUE,FM,3.9990614,0
LuO3,Cubic,Im-3,204,16,0.644583316,-1.932781415,FALSE,207.0230048,7.15364798,TRUE,FALSE,NM,0.0003816,1.4363
NbO3,Cubic,Im-3,204,16,0.195524834,-2.459404781,FALSE,251.2339193,3.725254304,FALSE,TRUE,FM,3.9998323,0
GaO3,Cubic,Im-3,204,16,0.613521794,-0.804601124,FALSE,174.0643015,4.492148013,FALSE,TRUE,FM,10.8977613,0
ReO3,Cubic,Im-3,204,16,0.005713557,-2.128775448,FALSE,215.2649921,7.226570014,FALSE,TRUE,NM,0.0032437,0
ReO3,Cubic,Im-3,204,16,0.001878771,-2.132610234,FALSE,212.8108875,7.30990578,FALSE,TRUE,NM,8.00E-07,0
WO3,Cubic,Im-3,204,16,0.010663486,-2.180197121,FALSE,212.2843811,7.253974808,FALSE,FALSE,NM,0,1.3986
Bi2O3,Cubic,Pa-3,205,80,0.037987468,-1.603739747,FALSE,1429.577808,8.65982243,TRUE,FALSE,NM,0,2.5398
Nd2O3,Cubic,Ia-3,206,40,0,-3.781547341,TRUE,689.0489404,6.487107728,FALSE,FALSE,NM,0,3.708
Tb2O3,Cubic,Ia-3,206,40,0,-3.982181073,TRUE,606.459287,8.013812686,FALSE,FALSE,NM,0,3.9006
Eu2O3,Cubic,Ia-3,206,40,0.273209506,-3.171963051,FALSE,644.9683936,7.248568574,FALSE,TRUE,FiM,32.0762118,0
Bi2O3,Cubic,Ia-3,206,40,0.098116918,-1.543610297,FALSE,683.9700392,9.050023582,FALSE,FALSE,NM,0,1.9197
Lu2O3,Cubic,Ia-3,206,40,0,-4.123783571,TRUE,540.2615685,9.784622894,FALSE,FALSE,NM,0,4.0211
Tl2O3,Cubic,Ia-3,206,40,0,-1.100437307,TRUE,598.4246831,10.13963249,FALSE,TRUE,NM,1.00E-06,0
Pr2O3,Cubic,Ia-3,206,40,0,-3.729270369,TRUE,710.2027717,6.16914744,FALSE,FALSE,NM,0,3.8059
Tm2O3,Cubic,Ia-3,206,40,0,-4.090072904,TRUE,560.1576722,9.150946298,FALSE,FALSE,NM,0,3.6932
V2O3,Cubic,Ia-3,206,40,0,-2.534547693,TRUE,438.7986099,4.537545604,FALSE,TRUE,FM,31.9970439,0
Sc2O3,Cubic,Ia-3,206,40,0,-3.968732641,TRUE,479.7291089,3.818904932,TRUE,FALSE,NM,0,3.8235
Sm2O3,Cubic,Ia-3,206,40,0,-3.861952467,TRUE,654.3533567,7.079480081,FALSE,FALSE,NM,0,3.7823
In2O3,Cubic,Ia-3,206,40,0,-1.994067388,TRUE,526.9797159,6.99871242,FALSE,FALSE,NM,0,0.6305
La2O3,Cubic,Ia-3,206,40,0.001785823,-3.874143096,FALSE,733.0476769,5.904323249,FALSE,FALSE,NM,0,3.3008
Dy2O3,Cubic,Ia-3,206,40,0,-4.00504578,TRUE,594.5583725,8.333958265,FALSE,FALSE,NM,0,3.9255
Y2O3,Cubic,Ia-3,206,40,0,-3.953871923,TRUE,596.8276909,5.026122833,FALSE,FALSE,NM,0,4.0973
Yb2O3,Cubic,Ia-3,206,40,0,-4.054763189,TRUE,551.1761931,9.497975487,FALSE,TRUE,NM,0,0
Gd2O3,Cubic,Ia-3,206,40,0,-3.895411792,TRUE,630.9088591,7.632702113,TRUE,FALSE,FM,112.0001729,2.9411
Mn2O3,Cubic,Ia-3,206,80,0.006783345,-2.007136499,FALSE,835.7952259,5.018577145,FALSE,TRUE,FM,128.0000104,0
Ce2O3,Cubic,Ia-3,206,40,0,-3.76825128,TRUE,700.755788,6.222299743,FALSE,TRUE,FM,15.9999991,0
Pm2O3,Cubic,Ia-3,206,40,0,-3.836100898,TRUE,667.4325652,6.727381849,FALSE,FALSE,NM,0,3.7666
Fe2O3,Cubic,Ia-3,206,40,0.071298896,-1.635792457,FALSE,436.3288912,4.861809519,TRUE,FALSE,FM,79.9999999,1.3902
Pu2O3,Cubic,Ia-3,206,40,0,-3.305053022,TRUE,659.8237254,10.79131794,FALSE,TRUE,FM,80.00099,0
Er2O3,Cubic,Ia-3,206,40,0,-4.057094097,TRUE,571.3227771,8.894209986,FALSE,FALSE,NM,0,3.9629
Cu2O3,Cubic,Ia-3,206,40,0.01874849,-0.833129008,FALSE,389.0036712,5.979257037,FALSE,TRUE,NM,0.0007958,0
Al2O3,Cubic,Ia-3,206,40,0.035034445,-3.391516563,FALSE,349.5628669,3.874797929,FALSE,FALSE,NM,0,5.5116
Cr2O3,Cubic,Ia-3,206,40,0.046557773,-2.320029996,FALSE,399.8814675,5.049216179,FALSE,FALSE,FM,48,1.831
